title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
"LSD: Love, Sex aur Dhokha",MOVIE,2010,PG-13,108,"drama, comedy, crime, romance",IN,1,7,5645
Chhota Bheem,SHOW,2008,Uk,22,"action, animation, comedy",IN,12,4,822
Pedro El Escamoso,SHOW,2001,TV-14,44,"drama, comedy",CO,1,7,303
Chup Chup Ke,MOVIE,2006,G,165,"comedy, drama, romance",IN,1,6,10528
Manorama Six Feet Under,MOVIE,2007,R,137,"thriller, crime, drama",IN,1,7,8043
Sergio,MOVIE,2009,Uk,94,documentation,US,1,7,880
Luck by Chance,MOVIE,2009,Uk,155,"romance, drama",IN,1,7,10206
Karthik Calling Karthik,MOVIE,2010,PG,135,"thriller, drama, romance",IN,1,7,11944
Monty Python's Personal Best,SHOW,2006,TV-PG,56,comedy,"US, GB",1,7,437
Ajab Prem Ki Ghazab Kahani,MOVIE,2009,PG,150,"action, comedy, romance",IN,1,6,14380
Dhan Dhana Dhan Goal,MOVIE,2007,PG,167,"drama, sport, thriller",IN,1,5,2603
Salt of This Sea,MOVIE,2008,Uk,109,"romance, drama, european","ES, CH, PS, BE, FR",1,6,1224
Yuva,MOVIE,2004,PG,161,"action, drama, thriller",IN,1,7,8878
Fuga,MOVIE,2006,Uk,110,"thriller, drama, music","CL, AR",1,6,1120
Namastey London,MOVIE,2007,PG,131,"comedy, drama, romance",IN,1,7,21745
Fashion,MOVIE,2008,PG-13,167,"romance, drama",IN,1,6,12468
Peepli Live,MOVIE,2010,PG,104,"drama, comedy",IN,1,7,12265
Lakshya,MOVIE,2004,G,186,"drama, romance, war, action",IN,1,7,23076
Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,Uk,60,comedy,CA,1,7,3555
Pomegranates and Myrrh,MOVIE,2009,Uk,95,drama,"DE, KW, PS, FR",1,6,249
Tony Manero,MOVIE,2008,Uk,97,"drama, music",CL,1,6,4231
Do Dooni Chaar,MOVIE,2010,PG,146,"drama, comedy, crime",IN,1,7,5551
Kismat Konnection,MOVIE,2008,G,153,"romance, comedy, drama",IN,1,5,5588
Life in a Metro,MOVIE,2007,Uk,124,"drama, comedy, romance",IN,1,7,11934
El cartel 2 - La guerra total,SHOW,2010,TV-MA,44,"action, crime, horror, thriller, war",CO,1,6,228
Awara Paagal Deewana,MOVIE,2002,Uk,169,"action, comedy, crime, drama, thriller",IN,1,6,8309
The Figurine (Araromire),MOVIE,2009,PG-13,122,"horror, thriller",NG,1,4,243
The Unjust,MOVIE,2010,Uk,119,"thriller, drama, action, crime",KR,1,6,2139
Kurbaan,MOVIE,2009,R,161,"thriller, action, crime, drama, romance, sport",IN,1,5,5121
Can’t Complain,MOVIE,2007,Uk,113,"thriller, crime, romance, comedy, drama",EG,1,7,3922
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,PG-13,100,"animation, fantasy, action, romance, comedy",JP,1,7,2127
Taxi No. 9 2 11,MOVIE,2006,Uk,116,"drama, thriller, comedy",IN,1,7,9897
Anbe Sivam,MOVIE,2003,Uk,160,"comedy, drama",IN,1,8,20595
Gangaajal,MOVIE,2003,Uk,157,"drama, crime, action",IN,1,7,17029
Chalte Chalte,MOVIE,2003,PG-13,175,"comedy, drama, romance",IN,1,6,15379
Mumbai Meri Jaan,MOVIE,2008,PG-13,119,drama,IN,1,7,6309
Aamir,MOVIE,2008,NC-17,99,"thriller, action, crime, drama",IN,1,7,11241
Frontiers of Dreams and Fears,MOVIE,2001,Uk,56,"documentation, history",PS,1,8,54
Ishq Vishk,MOVIE,2003,Uk,145,"drama, comedy, romance",IN,1,6,4203
The Legend of Bhagat Singh,MOVIE,2002,Uk,155,"drama, history, action",IN,1,8,16225
Under the Bombs,MOVIE,2007,Uk,98,"romance, drama, european, war","GB, FR, LB",1,7,1641
Race,MOVIE,2008,PG-13,161,"drama, action, thriller, crime, comedy",IN,1,6,63
Laugh Out Loud,MOVIE,2003,Uk,60,comedy,ZA,1,7,13
We Are Family,MOVIE,2010,PG,115,"drama, comedy, family",IN,1,5,3140
The Beast Stalker,MOVIE,2008,Uk,109,"thriller, action",HK,1,6,2191
Raajneeti,MOVIE,2010,PG,167,"drama, thriller, crime",IN,1,7,17555
Edge of the Universe,SHOW,2002,TV-G,49,documentation,GB,1,7,206
Old Thieves: The Legend of Artegio,MOVIE,2007,Uk,97,"documentation, crime",MX,1,8,314
Kannathil Muthamittal,MOVIE,2002,Uk,137,"drama, war, action",IN,1,8,8376
Well Done Abba,MOVIE,2010,Uk,144,comedy,IN,1,7,1876
Palermo Hollywood,MOVIE,2004,Uk,113,drama,AR,1,5,200
Twins Mission,MOVIE,2007,Uk,103,"action, drama, comedy, crime",HK,1,5,686
What's Up?,MOVIE,2006,Uk,95,"drama, comedy",SA,1,2,315
Aagey Se Right,MOVIE,2009,G,117,"comedy, crime, drama",IN,1,5,406
Mighty Raju,SHOW,2010,Uk,20,"animation, action",IN,4,4,57
Krishna Cottage,MOVIE,2004,Uk,124,"thriller, drama, horror",IN,1,5,1153
The Fierce Wife,SHOW,2010,TV-MA,59,drama,TW,1,6,90
Madness in the Desert,MOVIE,2004,Uk,141,documentation,IN,1,8,373
I Hate Luv Storys,MOVIE,2010,PG,129,"drama, romance, comedy",IN,1,5,7994
C Kkompany,MOVIE,2008,Uk,130,"comedy, drama, thriller",IN,1,5,1115
Welcome to Sajjanpur,MOVIE,2008,PG,134,"comedy, drama",IN,1,6,3239
I Am Kalam,MOVIE,2010,G,88,"comedy, drama, family",IN,1,8,4166
Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,2001,Uk,149,"comedy, action, drama, fantasy",IN,1,5,2196
The Kite,MOVIE,2003,Uk,80,drama,"FR, LB",1,6,739
Kucch To Hai,MOVIE,2003,Uk,142,"horror, thriller, drama, romance",IN,1,4,909
The Blue Umbrella,MOVIE,2005,Uk,90,"drama, family, fantasy, comedy",IN,1,7,2077
Break Ke Baad,MOVIE,2010,Uk,120,"drama, romance, comedy",IN,1,5,4227
Main Aurr Mrs Khanna,MOVIE,2009,PG,115,"drama, comedy, romance",IN,1,3,3148
Frank & Cindy,MOVIE,2007,Uk,73,"documentation, music, drama",US,1,7,344
Tum Milo Toh Sahi,MOVIE,2010,Uk,127,"drama, comedy",IN,1,5,522
Ezra,MOVIE,2007,Uk,105,"drama, european","NG, GB, US, AT, FR, DE",1,6,274
Chance Pe Dance,MOVIE,2010,G,121,"drama, music, romance, comedy",IN,1,4,2968
Gina Yashere: Skinny B*tch,MOVIE,2008,Uk,57,"comedy, documentation",GB,1,6,84
Agyaat,MOVIE,2009,Uk,98,"horror, thriller, drama",IN,1,2,674
Falafel,MOVIE,2006,Uk,80,"drama, european","LB, FR",1,6,209
Kuselan,MOVIE,2008,Uk,160,"drama, family, comedy",IN,1,4,1000
Look for a Star,MOVIE,2009,Uk,117,"romance, comedy",HK,1,5,708
Zozo,MOVIE,2005,Uk,105,"drama, european, family, war","GB, DK, NL, SE, CZ",1,6,3210
A Love Story,MOVIE,2007,Uk,117,"romance, drama",PH,1,6,142
Bosta,MOVIE,2005,Uk,112,war,Lebanon,1,6,603
Anchor Baby,MOVIE,2010,Uk,95,"documentation, drama, thriller",US,1,6,79
Shootout at Lokhandwala,MOVIE,2007,PG-13,145,"crime, action, history",IN,1,7,10139
The Hospital,SHOW,2006,TV-14,48,drama,TW,1,7,40
Da Kath & Kim Code,MOVIE,2005,Uk,90,comedy,AU,1,7,904
Interview with a Serial Killer,MOVIE,2008,PG-13,44,"documentation, crime",US,1,5,595
The Student Cop,MOVIE,2004,Uk,110,"comedy, action, romance",EG,1,6,2051
Khawatir,SHOW,2005,TV-14,20,reality,,11,9,3046
Dhoondte Reh Jaaoge,MOVIE,2009,PG,135,"comedy, drama",IN,1,5,812
Rabun,MOVIE,2003,Uk,90,"drama, family",MY,1,7,83
Life's Speed Bump,MOVIE,2006,Uk,110,"drama, romance, comedy",EG,1,6,2693
Black & White,SHOW,2009,TV-14,37,"action, comedy, sport, crime",TW,3,7,302
Hattrick,MOVIE,2007,PG,110,"romance, drama, comedy, sport",IN,1,4,493
Harishchandrachi Factory,MOVIE,2009,G,96,"comedy, drama",IN,1,8,2464
Koi Aap Sa,MOVIE,2005,Uk,142,"romance, comedy, drama",IN,1,5,261
Menahi,MOVIE,2008,Uk,100,comedy,,1,6,51
What's Your Raashee?,MOVIE,2009,PG-13,192,"comedy, drama, romance",IN,1,4,2718
Talentime,MOVIE,2009,Uk,120,drama,MY,1,7,203
Anthony Kaun Hai?,MOVIE,2006,Uk,127,"comedy, thriller","TH, IN",1,5,664
The Prince Who Turns into a Frog,SHOW,2005,TV-14,44,"drama, romance, comedy",TW,1,6,128
Mission Istaanbul,MOVIE,2008,Uk,125,"action, drama, thriller",IN,1,3,1156
Fida,MOVIE,2004,Uk,122,"romance, action, crime, drama, thriller",IN,1,5,2608
Cocaine,SHOW,2005,TV-14,44,"documentation, european",US,1,7,60
Breakout,SHOW,2010,TV-14,44,"drama, action",SG,1,6,7
Kisaan,MOVIE,2009,Uk,100,"thriller, action, crime, drama",IN,1,5,302
My Amnesia Girl,MOVIE,2010,Uk,110,"romance, comedy",PH,1,6,430
Ijé: The Journey,MOVIE,2010,Uk,106,drama,"NG, US",1,7,108
At Dolphin Bay,SHOW,2003,TV-14,59,"drama, comedy, romance",TW,1,6,39
Perazhagan,MOVIE,2004,Uk,148,"thriller, comedy, drama, romance",IN,1,6,1496
My MVP Valentine,SHOW,2002,TV-PG,69,drama,,1,6,27
A Very Special Love,MOVIE,2008,PG,105,"romance, drama, comedy",PH,1,6,388
Pink Zone,SHOW,2007,Uk,15,"drama, romance, comedy",US,1,6,47
Bheem vs Aliens,MOVIE,2010,G,69,animation,,1,7,35
Unriddle,SHOW,2010,TV-14,44,"thriller, action, drama",SG,2,8,25
Tango with Me,MOVIE,2010,Uk,104,"drama, family, romance",US,1,6,46
Chhota Bheem Aur Krishna,MOVIE,2008,G,69,"animation, fantasy",IN,1,6,310
Cocomong,SHOW,2008,TV-Y,13,animation,,4,5,11
Once a Gangster,MOVIE,2010,Uk,95,"crime, action, comedy",HK,1,5,481
Brother's Shadow,MOVIE,2006,Uk,91,drama,US,1,6,147
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,2009,Uk,121,drama,IN,1,6,203
Banyuki,MOVIE,2010,Uk,182,drama,JP,1,7,15
Last Tango in Halifax,SHOW,2012,TV-14,59,"comedy, drama, romance, european",GB,5,8,6844
Ink Master,SHOW,2012,TV-14,42,reality,US,13,7,3874
Top Boy,SHOW,2011,TV-MA,48,"drama, thriller, crime, european",GB,2,8,22420
Ninjago: Masters of Spinjitzu,SHOW,2012,TV-Y7,17,"scifi, comedy, family, fantasy, animation, action, european","DK, US",15,7,4519
Puella Magi Madoka Magica,SHOW,2011,TV-14,24,"scifi, thriller, animation, drama, fantasy",JP,1,8,9055
Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,2012,NC-17,76,"fantasy, war, animation, action, drama, horror",JP,1,7,12278
Transformers: Rescue Bots,SHOW,2012,TV-Y7,22,"action, scifi, comedy, family, animation",US,4,6,915
Teen Mom 2,SHOW,2011,TV-14,41,"reality, romance, documentation, comedy",US,11,4,28
Comedians in Cars Getting Coffee,SHOW,2012,TV-14,20,"comedy, family, animation",US,11,8,12363
TIGER & BUNNY,SHOW,2011,TV-14,26,"scifi, action, animation, comedy, crime",JP,2,7,998
Fate/Zero,SHOW,2011,TV-MA,25,"scifi, action, animation, drama, fantasy, thriller",JP,2,8,12568
Blue Exorcist,SHOW,2011,TV-14,24,"scifi, horror, family, animation, action, drama, fantasy",JP,2,7,12741
Barbie: Life in the Dreamhouse,SHOW,2012,TV-Y,6,"animation, comedy, family",US,7,7,1806
Mean Girls 2,MOVIE,2011,PG-13,96,comedy,US,1,4,23287
anohana: The Flower We Saw That Day,SHOW,2011,TV-PG,23,"drama, fantasy, romance, animation",JP,1,8,12682
Magi,SHOW,2012,TV-14,24,"scifi, action, comedy, animation, fantasy",JP,3,7,3899
Cuckoo,SHOW,2012,TV-14,27,"comedy, drama, european",GB,5,5,20
Thermae Romae,SHOW,2012,Uk,27,animation,JP,6,6,108
My Babysitter's a Vampire,SHOW,2011,TV-PG,22,"scifi, fantasy, horror, action, comedy","US, CA",2,6,4367
Kuroko's Basketball,SHOW,2012,TV-14,24,"animation, comedy, sport",JP,3,8,8052
Rita,SHOW,2012,TV-MA,40,"comedy, drama, european",DK,5,8,8718
John Mulaney: New in Town,MOVIE,2012,Uk,58,"comedy, documentation",US,1,8,6608
Wolverine,SHOW,2011,TV-14,24,"action, scifi, animation",JP,1,6,1458
One Piece Film: Z,MOVIE,2012,PG-13,108,"action, animation, fantasy",JP,1,7,7002
LEGO City,SHOW,2011,TV-G,4,"animation, european",GB,3,5,37
MeatEater,SHOW,2012,TV-14,22,documentation,US,10,7,1462
Silenced,MOVIE,2011,Uk,125,drama,KR,1,8,15889
A Perfect Ending,MOVIE,2012,Uk,110,"drama, romance",US,1,5,4308
Outback Truckers,SHOW,2012,TV-14,44,"reality, documentation",AU,9,7,264
LEGO Friends,SHOW,2012,TV-Y,16,"animation, european",US,5,7,16
Quartet,MOVIE,2012,PG-13,98,"romance, comedy, drama, music",GB,1,6,20194
Berserk: The Golden Age Arc II - The Battle for Doldrey,MOVIE,2012,R,80,"fantasy, drama, horror, animation, action",JP,1,7,10257
La Reina del Sur,SHOW,2011,TV-MA,42,"drama, action, crime, thriller",MX,2,8,2445
Pablo Escobar: The Drug Lord,SHOW,2012,TV-14,44,"crime, drama, history, thriller",CO,1,8,4923
Bill Burr: You People Are All The Same,MOVIE,2012,R,68,comedy,US,1,8,7370
Bully,MOVIE,2011,PG-13,92,"drama, documentation",US,1,7,10266
The History of Future Folk,MOVIE,2012,Uk,86,"comedy, music, scifi",US,1,7,3398
Cloudburst,MOVIE,2011,Uk,93,"romance, drama, comedy","US, CA",1,7,2281
Donald Glover: Weirdo,MOVIE,2012,Uk,65,"comedy, documentation",US,1,7,3511
A Princess for Christmas,MOVIE,2011,PG,89,"comedy, family, romance, drama",US,1,6,8222
Middle of Nowhere,MOVIE,2012,R,101,drama,US,1,6,1818
Sebastian Maniscalco: What's Wrong with People?,MOVIE,2012,Uk,75,comedy,US,1,8,1194
Undefeated,MOVIE,2011,PG-13,113,"documentation, sport",US,1,7,7051
Singham,MOVIE,2011,Uk,143,"drama, action, crime",IN,1,6,16473
Larva,SHOW,2011,TV-G,2,"comedy, family, animation, drama, horror, thriller",KR,5,7,582
The Ultimate Braai Master,SHOW,2012,TV-PG,45,reality,ZA,4,8,31
Minecraft: Story Mode,SHOW,2011,TV-PG,62,,US,1,5,300
EastSiders,SHOW,2012,TV-MA,22,"drama, comedy",US,4,6,2723
Smile PreCure!,SHOW,2012,TV-Y7,22,"comedy, action, scifi, family, fantasy, animation",JP,2,6,388
Mosquita y Mari,MOVIE,2012,Uk,85,drama,US,1,6,918
The Great Magician,MOVIE,2011,Uk,128,"drama, comedy, romance","CN, HK",1,5,1741
Robocar Poli,SHOW,2011,TV-Y,14,"family, fantasy, animation, comedy",KR,4,5,125
Joan Rivers: Don't Start with Me,MOVIE,2012,R,68,comedy,US,1,6,408
Naruto Shippuden the Movie: Blood Prison,MOVIE,2011,PG-13,108,"horror, thriller, animation, action, fantasy, comedy",JP,1,7,5021
Maria Bamford: The Special Special Special!,MOVIE,2012,Uk,50,comedy,US,1,7,567
Little Baby Bum,SHOW,2011,TV-Y,5,"animation, family, music",GB,4,6,94
Tiger & Bunny: The Beginning,MOVIE,2012,PG,88,"scifi, animation, action",JP,1,6,216
Don't Go Breaking My Heart,MOVIE,2011,Uk,115,"comedy, romance",HK,1,6,1756
Pyaar Ka Punchnama,MOVIE,2011,PG-13,149,"romance, comedy, drama, european",IN,1,7,21204
Big Time Movie,MOVIE,2012,G,65,"comedy, family, music",US,1,6,1936
The American Bible Challenge,SHOW,2012,TV-G,43,family,US,3,6,125
A World Not Ours,MOVIE,2012,Uk,93,"documentation, history",PS,1,7,376
Inside West Coast Customs,SHOW,2011,TV-PG,47,reality,US,8,7,42
A Second Chance,MOVIE,2011,Uk,90,"drama, family, sport",AU,1,4,1018
Jeff Dunham: Minding the Monsters,MOVIE,2012,PG-13,80,comedy,US,1,7,1401
Jeff Dunham: Controlled Chaos,MOVIE,2011,Uk,90,"comedy, documentation",US,1,7,2272
Chillar Party,MOVIE,2011,G,140,"drama, comedy, family",IN,1,7,7686
The Dirty Picture,MOVIE,2011,Uk,144,"drama, comedy",IN,1,6,9522
Kyaa Super Kool Hain Hum,MOVIE,2012,R,137,"drama, comedy",IN,1,5,3885
Masha's tales,SHOW,2012,TV-Y,5,"animation, family",RU,2,6,89
El Reemplazante,SHOW,2012,TV-MA,45,drama,CL,2,8,755
Rowdy Rathore,MOVIE,2012,PG-13,143,"crime, action, comedy",IN,1,5,22243
Blitz Patrollie,MOVIE,2012,Uk,101,"comedy, action, crime",US,1,5,145
6 Bullets,MOVIE,2012,R,115,"thriller, drama, action, crime",US,1,6,14898
Material,MOVIE,2012,Uk,94,"comedy, drama",ZA,1,7,950
Toll Booth,MOVIE,2011,Uk,96,drama,TR,1,6,4118
An Elf's Story,MOVIE,2011,Uk,24,"fantasy, animation, family",US,1,5,504
Justin Time,SHOW,2011,TV-Y,15,"action, animation, family, comedy",CA,3,6,16
Without Gorky,MOVIE,2011,Uk,58,documentation,US,1,6,97
Shaitan,MOVIE,2011,PG-13,126,"action, crime, thriller, drama",IN,1,7,8414
Kath & Kimderella,MOVIE,2012,Uk,80,comedy,AU,1,5,1333
Game,MOVIE,2011,PG,135,"thriller, drama, action, crime, european",IN,1,5,2316
Lavell Crawford: Can a Brother Get Some Love?,MOVIE,2011,NC-17,90,"comedy, documentation",US,1,6,230
Grandmaster,MOVIE,2012,Uk,130,"thriller, action",IN,1,6,2165
Arjun: The Warrior Prince,MOVIE,2012,G,96,"animation, action, drama",IN,1,6,14
A Beautiful Life,MOVIE,2011,Uk,122,"drama, romance","CN, HK",1,6,927
Mugamoodi,MOVIE,2012,Uk,162,action,IN,1,5,1176
Players,MOVIE,2012,Uk,165,"thriller, crime, action",IN,1,4,4490
Tere Naal Love Ho Gaya,MOVIE,2012,PG,126,"romance, drama, comedy",IN,1,5,4359
FRED 3: Camp Fred,MOVIE,2012,PG,81,"comedy, family",US,1,2,2625
Kalakalappu,MOVIE,2012,G,149,comedy,IN,1,6,1342
Meet the Adebanjos,SHOW,2012,TV-PG,25,comedy,GB,3,7,76
Katt Williams: Kattpacalypse,MOVIE,2012,R,60,comedy,US,1,5,635
No One Killed Jessica,MOVIE,2011,PG-13,136,"crime, drama, thriller",IN,1,7,11665
Luv Shuv Tey Chicken Khurana,MOVIE,2012,PG,140,comedy,IN,1,6,3905
Ragini MMS,MOVIE,2011,PG-13,93,"horror, drama, thriller",IN,1,5,2617
Tom Papa: Live in New York City,MOVIE,2011,Uk,57,comedy,US,1,7,490
10 jours en or,MOVIE,2012,Uk,95,"comedy, drama, european",FR,1,6,1003
26 Years,MOVIE,2012,Uk,135,"thriller, crime, drama",KR,1,6,1178
7 Khoon Maaf,MOVIE,2011,Uk,148,"thriller, comedy, drama",IN,1,6,5919
Asmaa,MOVIE,2011,Uk,96,drama,EG,1,8,4445
"All's Well, Ends Well",MOVIE,2012,Uk,118,comedy,HK,1,5,334
The Oath,SHOW,2011,TV-14,44,drama,SG,1,7,9
Vettai,MOVIE,2012,Uk,150,"thriller, action",IN,1,6,2433
Tita Rahiba,MOVIE,2012,G,104,"comedy, drama",XX,1,5,700
Ek Main Aur Ekk Tu,MOVIE,2012,PG,110,"drama, comedy, romance",IN,1,5,6754
Last Flight to Abuja,MOVIE,2012,Uk,81,"action, thriller, drama","GB, NG",1,4,347
Michael,MOVIE,2011,PG-13,97,"thriller, drama",IN,1,5,167
Bbuddah Hoga Terra Baap,MOVIE,2011,PG-13,118,"thriller, action, comedy, crime",IN,1,5,2884
Shor in the City,MOVIE,2011,PG,107,"drama, crime",IN,1,7,3708
Chhota Bheem & Krishna in Mayanagari,MOVIE,2011,G,66,"animation, action, fantasy",IN,1,9,5
Department,MOVIE,2012,R,141,"thriller, action, crime",IN,1,3,1049
Stray Bullet,MOVIE,2011,Uk,80,drama,LB,1,6,363
The Mistress,MOVIE,2012,PG-13,125,"romance, drama",PH,1,6,359
Inborn Pair,SHOW,2011,TV-14,43,"drama, comedy",TW,1,7,108
Ferrari Ki Sawaari,MOVIE,2012,G,140,"comedy, family, sport, drama",IN,1,6,5411
Zokkomon,MOVIE,2011,PG,109,"scifi, fantasy, action, family",IN,1,3,407
Office Girls,SHOW,2011,TV-14,46,"drama, comedy, romance",TW,1,6,140
Chhota Bheem and the Broken Amulet,MOVIE,2012,Uk,63,animation,IN,1,7,16
One More Try,MOVIE,2012,Uk,100,drama,PH,1,5,202
Thaandavam,MOVIE,2012,Uk,167,"action, thriller",IN,1,6,2034
Aiyyaa,MOVIE,2012,G,146,"comedy, romance",IN,1,4,1871
Blood Money,MOVIE,2012,PG,110,"drama, thriller, action, crime",IN,1,5,1533
Heroine,MOVIE,2012,Uk,140,drama,IN,1,5,4312
Bwakaw,MOVIE,2012,Uk,104,"drama, comedy",PH,1,7,296
"Love, Now",SHOW,2012,TV-Y,45,"drama, comedy",TW,1,7,116
Chota Bheem Aur Ganesh in the Amazing Odyssey,MOVIE,2012,G,65,animation,IN,1,7,12
Sisterakas,MOVIE,2012,Uk,110,"drama, comedy",PH,1,5,286
Masameer,SHOW,2011,TV-MA,44,"comedy, animation",SA,1,8,677
Chhota Bheem In Dholakpur to Kathmandu,MOVIE,2012,G,70,animation,IN,1,7,41
The Rise of Kirmada,MOVIE,2012,G,68,animation,IN,1,8,53
Husbands in Goa,MOVIE,2012,Uk,150,comedy,IN,1,3,278
Drunken to Love You,SHOW,2011,TV-14,46,"comedy, drama, romance",TW,1,6,114
Question Mark,MOVIE,2011,Uk,102,drama,ID,1,7,254
Takki,SHOW,2012,Uk,17,drama,SA,3,6,250
Muran,MOVIE,2011,Uk,134,"thriller, action",IN,1,6,292
"Darling, Something's Wrong with Your Head",MOVIE,2011,Uk,78,"drama, romance, war, european","NL, US, AE, PS",1,6,129
Phone Swap,MOVIE,2012,Uk,111,"comedy, romance",NG,1,6,170
Chhota Bheem Master of Shaolin,MOVIE,2011,G,75,animation,,1,6,112
No Other Woman,MOVIE,2011,Uk,104,"drama, thriller, romance",PH,1,5,309
Yours Fatefully,SHOW,2012,TV-14,44,"drama, comedy, romance",SG,1,6,14
Moshe Kasher: Live in Oakland,MOVIE,2012,Uk,60,comedy,US,1,6,330
My Friend Pinto,MOVIE,2011,PG,115,"comedy, drama, crime",IN,1,5,391
The Mirror Boy,MOVIE,2011,Uk,84,"fantasy, drama",NG,1,4,138
The Glamorous Imperial Concubine,SHOW,2011,TV-PG,47,"drama, romance, history",CN,1,7,142
Here Comes the Rain,MOVIE,2011,Uk,100,drama,LB,1,6,63
Married at First Sight,SHOW,2014,TV-PG,64,"reality, european",US,14,6,1975
Are You The One?,SHOW,2014,TV-14,41,reality,US,8,6,2450
Big Eyes,MOVIE,2014,PG-13,106,"drama, documentation, crime, romance","CA, US",1,7,51
Henry Danger,SHOW,2014,TV-G,24,"scifi, action, comedy, family",US,5,5,5245
Wentworth,SHOW,2013,TV-MA,46,"drama, crime, thriller",AU,9,8,21747
Madam Secretary,SHOW,2014,TV-14,43,"war, thriller, drama",US,6,7,22563
KILL la KILL,SHOW,2013,TV-MA,25,"action, scifi, fantasy, animation, comedy, drama",JP,1,7,13372
From Dusk Till Dawn: The Series,SHOW,2014,TV-14,45,"scifi, crime, fantasy, horror, action",US,3,6,20132
Empire State,MOVIE,2013,R,94,"drama, crime, thriller, action, european",US,1,5,21368
Shrek the Musical,MOVIE,2013,PG-13,130,"fantasy, family, comedy",US,1,6,3634
The Thundermans,SHOW,2013,TV-G,24,"action, scifi, family, comedy, drama",US,4,5,5340
Sofia the First,SHOW,2013,TV-Y,24,"family, fantasy, animation",US,4,6,2915
Sailor Moon Crystal,SHOW,2014,TV-14,24,"scifi, animation, action, comedy, drama, fantasy, romance, family",JP,4,7,2115
Lovesick,SHOW,2014,TV-MA,24,"comedy, european",GB,3,8,19259
Shtisel,SHOW,2013,TV-14,48,drama,IL,3,8,6958
The Chase,SHOW,2013,TV-PG,44,reality,US,5,7,886
Jackass Presents: Bad Grandpa .5,MOVIE,2014,PG-13,86,comedy,US,1,6,23407
The Night Shift,SHOW,2014,TV-14,42,"drama, romance, fantasy, horror, action, animation, comedy",US,4,7,12069
The Next Step,SHOW,2013,TV-G,24,"drama, romance, family",CA,7,5,1928
Velvet,SHOW,2014,TV-14,57,"drama, romance, thriller, action, crime, european",ES,4,8,6018
Zach Stone Is Gonna Be Famous,SHOW,2013,TV-PG,20,comedy,US,1,8,3616
The Irregular at Magic High School,SHOW,2014,TV-14,24,"scifi, romance, animation, action, drama, fantasy",JP,2,7,3273
Dreamworks How to Train Your Dragon Legends,SHOW,2013,Uk,17,animation,US,1,7,264
Life of Crime,MOVIE,2013,R,94,"comedy, crime",US,1,5,18793
Get on Up,MOVIE,2014,PG-13,139,"drama, music",US,1,6,24456
Rabbids Invasion,SHOW,2013,TV-Y7,10,"comedy, animation, family, european","FR, US",4,5,1802
The Cat in the Hat Knows a Lot About That!,SHOW,2013,TV-Y,19,"animation, fantasy, scifi, comedy, family","US, GB, CA",3,6,620
Girlfriends' Guide to Divorce,SHOW,2014,TV-14,42,"comedy, drama",US,5,6,4523
Tiny House Nation,SHOW,2014,TV-PG,43,reality,US,5,7,1126
Talking Tom and Friends,SHOW,2014,TV-G,11,"comedy, drama, family, action, animation, fantasy, european",US,5,6,411
The Battered Bastards of Baseball,MOVIE,2014,R,80,"documentation, sport",US,1,8,3953
Ever After High,SHOW,2013,TV-Y7,30,"action, comedy, drama, family, fantasy, music, romance, animation",CA,5,7,1130
Yowamushi Pedal,SHOW,2013,TV-14,24,"comedy, drama, sport, animation",JP,4,7,808
Sam & Cat,SHOW,2013,TV-G,24,"drama, family, comedy",US,1,5,9507
Bo Burnham: What.,MOVIE,2013,Uk,60,"comedy, music, documentation",US,1,8,11488
